	prevalence	gene	lifestyle
10115	0.922879177377892	gene__K03565	westernized
10068	0.9846582984658299	gene__K03565	westernized
1672	0.8205128205128205	gene__K03565	non-westernized
1673	0.5813953488372093	gene__K03565	non-westernized
1705	0.9242424242424242	gene__K03565	non-westernized
1617	0.7804878048780488	gene__K03565	non-westernized
1636	0.9032258064516129	gene__K03565	non-westernized
1701	0.9197530864197531	gene__K03565	non-westernized
1614	0.9322033898305084	gene__K03565	non-westernized
1657	0.9240506329113924	gene__K03565	non-westernized
1666	0.9572649572649573	gene__K03565	non-westernized
1644	0.78125	gene__K03565	non-westernized
4260	0.05	gene__K03565	non-westernized
4418	0.8421052631578947	gene__K03565	non-westernized
1613	0.8743455497382199	gene__K03565	non-westernized
1677	0.875	gene__K03565	non-westernized
4670	0.9545454545454546	gene__K03565	non-westernized
5083	0.8648648648648649	gene__K03565	non-westernized
6173	0.9117647058823529	gene__K03565	non-westernized
6174	0.7	gene__K03565	non-westernized
6179	0.9146341463414634	gene__K03565	non-westernized
5858	0.9150943396226415	gene__K03565	non-westernized
4826	1.0	gene__K03565	non-westernized
6148	0.8043478260869565	gene__K03565	non-westernized
4820	0.8205128205128205	gene__K03565	non-westernized
6847	0.8161764705882353	gene__K03565	non-westernized
8021	0.76	gene__K03565	non-westernized
8018	0.7	gene__K03565	non-westernized
7968	0.8571428571428571	gene__K03565	non-westernized
5190	0.9090909090909091	gene__K03565	non-westernized
14379	0.8518518518518519	gene__K03565	non-westernized
6191	0.7857142857142857	gene__K03565	non-westernized
4936	0.9375	gene__K03565	non-westernized
5082	1.0	gene__K03565	non-westernized
4940	0.9746835443037974	gene__K03565	non-westernized
8007	0.5753424657534246	gene__K03565	non-westernized
14809	0.8225806451612904	gene__K03565	non-westernized
17249	0.15384615384615385	gene__K03565	non-westernized
15053	0.8846153846153846	gene__K03565	non-westernized
17256	0.30303030303030304	gene__K03565	non-westernized
10115	0.823943661971831	gene__K03565	non-westernized
10068	0.9893617021276596	gene__K03565	non-westernized
4053	0.7419354838709677	gene__K07391	westernized
4670	0.7482014388489209	gene__K07391	westernized
5769	0.7027027027027027	gene__K07391	westernized
6173	0.8181818181818182	gene__K07391	westernized
6174	0.625	gene__K07391	westernized
5906	0.5423728813559322	gene__K07391	westernized
5904	0.5632183908045977	gene__K07391	westernized
6179	0.7272727272727273	gene__K07391	westernized
5967	0.9302325581395349	gene__K07391	westernized
5858	0.6857142857142857	gene__K07391	westernized
8640	0.8507462686567164	gene__K07391	westernized
8653	0.02702702702702703	gene__K07391	westernized
8655	0.8852459016393442	gene__K07391	westernized
9202	0.8	gene__K07391	westernized
5809	0.8345070422535211	gene__K07391	westernized
9205	0.3333333333333333	gene__K07391	westernized
14294	0.7692307692307693	gene__K07391	westernized
5765	0.7045454545454546	gene__K07391	westernized
14379	0.71875	gene__K07391	westernized
14209	0.5565217391304348	gene__K07391	westernized
14370	0.6470588235294118	gene__K07391	westernized
6962	0.8429752066115702	gene__K07391	westernized
15119	0.08196721311475409	gene__K07391	westernized
15120	0.5597014925373134	gene__K07391	westernized
15295	0.6060606060606061	gene__K07391	westernized
15299	0.6875	gene__K07391	westernized
15323	0.6368159203980099	gene__K07391	westernized
17231	0.45	gene__K07391	westernized
15291	0.6337209302325582	gene__K07391	westernized
17234	0.8134328358208955	gene__K07391	westernized
17249	0.6267605633802817	gene__K07391	westernized
17241	0.7782426778242678	gene__K07391	westernized
14993	0.5078125	gene__K07391	westernized
9226	0.9758179231863442	gene__K07391	westernized
15318	0.6234458259325044	gene__K07391	westernized
15467	0.6752136752136753	gene__K07391	westernized
17247	0.7712264150943396	gene__K07391	westernized
15300	0.9324817518248175	gene__K07391	westernized
15316	0.7459807073954984	gene__K07391	westernized
15286	0.9152298850574713	gene__K07391	westernized
15342	0.5447530864197531	gene__K07391	westernized
15271	0.4750889679715303	gene__K07391	westernized
17244	0.942215088282504	gene__K07391	westernized
17237	0.8480392156862745	gene__K07391	westernized
17256	0.875	gene__K07391	westernized
17248	0.9446153846153846	gene__K07391	westernized
15452	0.8847926267281107	gene__K07391	westernized
10115	0.7429305912596401	gene__K07391	westernized
10068	0.9246861924686193	gene__K07391	westernized
4053	0.9090909090909091	gene__K07391	non-westernized
4670	0.8409090909090909	gene__K07391	non-westernized
5769	0.85	gene__K07391	non-westernized
6173	0.9117647058823529	gene__K07391	non-westernized
6174	0.85	gene__K07391	non-westernized
5906	0.5	gene__K07391	non-westernized
5904	0.8888888888888888	gene__K07391	non-westernized
6179	0.8780487804878049	gene__K07391	non-westernized
5967	0.7222222222222222	gene__K07391	non-westernized
5858	0.8207547169811321	gene__K07391	non-westernized
8640	0.8727272727272727	gene__K07391	non-westernized
8653	0.11940298507462686	gene__K07391	non-westernized
8655	0.9411764705882353	gene__K07391	non-westernized
9202	0.8431372549019608	gene__K07391	non-westernized
5809	0.8314087759815243	gene__K07391	non-westernized
9205	0.7435897435897436	gene__K07391	non-westernized
14294	0.8	gene__K07391	non-westernized
5765	0.7184466019417476	gene__K07391	non-westernized
14379	0.8148148148148148	gene__K07391	non-westernized
14209	0.7674418604651163	gene__K07391	non-westernized
14370	0.746031746031746	gene__K07391	non-westernized
6962	0.7142857142857143	gene__K07391	non-westernized
15119	0.15	gene__K07391	non-westernized
15120	0.7142857142857143	gene__K07391	non-westernized
15295	0.8064516129032258	gene__K07391	non-westernized
15299	0.7796610169491526	gene__K07391	non-westernized
15323	0.7230769230769231	gene__K07391	non-westernized
17231	0.47619047619047616	gene__K07391	non-westernized
15291	0.8157894736842105	gene__K07391	non-westernized
17234	0.8260869565217391	gene__K07391	non-westernized
17249	0.8846153846153846	gene__K07391	non-westernized
17241	0.8095238095238095	gene__K07391	non-westernized
14993	0.44	gene__K07391	non-westernized
9226	1.0	gene__K07391	non-westernized
15318	0.8205128205128205	gene__K07391	non-westernized
15467	0.7942857142857143	gene__K07391	non-westernized
17247	0.9090909090909091	gene__K07391	non-westernized
15300	0.9464285714285714	gene__K07391	non-westernized
15316	0.76	gene__K07391	non-westernized
15286	0.9420289855072463	gene__K07391	non-westernized
15342	0.7586206896551724	gene__K07391	non-westernized
15271	0.7254901960784313	gene__K07391	non-westernized
17244	0.967741935483871	gene__K07391	non-westernized
17237	0.7368421052631579	gene__K07391	non-westernized
17256	0.9393939393939394	gene__K07391	non-westernized
17248	0.967741935483871	gene__K07391	non-westernized
15452	1.0	gene__K07391	non-westernized
10115	0.5845070422535211	gene__K07391	non-westernized
10068	0.925531914893617	gene__K07391	non-westernized
2241	0.9583333333333334	gene__K02066	westernized
2238	0.9375	gene__K02066	westernized
2239	0.9369369369369369	gene__K02066	westernized
2240	0.9775280898876404	gene__K02066	westernized
2325	0.6453900709219859	gene__K02066	westernized
3677	0.9096385542168675	gene__K02066	westernized
2318	0.993734335839599	gene__K02066	westernized
2290	0.861995753715499	gene__K02066	westernized
2295	0.8576998050682261	gene__K02066	westernized
5769	0.972972972972973	gene__K02066	westernized
5967	0.9767441860465116	gene__K02066	westernized
8640	0.8656716417910447	gene__K02066	westernized
8653	0.918918918918919	gene__K02066	westernized
8655	0.9016393442622951	gene__K02066	westernized
9243	0.8333333333333334	gene__K02066	westernized
9274	0.65625	gene__K02066	westernized
5765	0.9242424242424242	gene__K02066	westernized
9273	0.8895027624309392	gene__K02066	westernized
9286	0.8398876404494382	gene__K02066	westernized
9283	0.9612756264236902	gene__K02066	westernized
15447	0.85	gene__K02066	westernized
9226	1.0	gene__K02066	westernized
15467	0.8931623931623932	gene__K02066	westernized
15452	0.9331797235023042	gene__K02066	westernized
2241	0.9272727272727272	gene__K02066	non-westernized
2238	0.94	gene__K02066	non-westernized
2239	0.85	gene__K02066	non-westernized
2240	0.9571428571428572	gene__K02066	non-westernized
2325	0.8	gene__K02066	non-westernized
3677	0.8968386023294509	gene__K02066	non-westernized
2318	1.0	gene__K02066	non-westernized
2290	0.8181818181818182	gene__K02066	non-westernized
2295	0.8387096774193549	gene__K02066	non-westernized
5769	0.85	gene__K02066	non-westernized
5967	0.8055555555555556	gene__K02066	non-westernized
8640	0.9636363636363636	gene__K02066	non-westernized
8653	1.0	gene__K02066	non-westernized
8655	0.9411764705882353	gene__K02066	non-westernized
9243	0.896551724137931	gene__K02066	non-westernized
9274	0.8611111111111112	gene__K02066	non-westernized
5765	0.9320388349514563	gene__K02066	non-westernized
9273	0.926829268292683	gene__K02066	non-westernized
9286	0.9666666666666667	gene__K02066	non-westernized
9283	0.967741935483871	gene__K02066	non-westernized
15447	0.9	gene__K02066	non-westernized
9226	1.0	gene__K02066	non-westernized
15467	0.96	gene__K02066	non-westernized
15452	0.9701492537313433	gene__K02066	non-westernized
6836	0.6896551724137931	gene__K09974	westernized
6478	0.7002237136465325	gene__K09974	westernized
15084	0.96	gene__K09974	westernized
15085	0.8181818181818182	gene__K09974	westernized
4933	0.5696551724137932	gene__K09974	westernized
15087	0.8604651162790697	gene__K09974	westernized
15333	0.013888888888888888	gene__K09974	westernized
15326	0.0375	gene__K09974	westernized
9226	0.9971550497866287	gene__K09974	westernized
15346	0.660427807486631	gene__K09974	westernized
15318	0.1989342806394316	gene__K09974	westernized
15316	0.16881028938906753	gene__K09974	westernized
15332	0.33562822719449226	gene__K09974	westernized
15342	0.06944444444444445	gene__K09974	westernized
10068	0.9748953974895398	gene__K09974	westernized
6836	0.7727272727272727	gene__K09974	non-westernized
6478	0.6829268292682927	gene__K09974	non-westernized
15084	0.96875	gene__K09974	non-westernized
15085	0.7368421052631579	gene__K09974	non-westernized
4933	0.7523809523809524	gene__K09974	non-westernized
15087	0.7777777777777778	gene__K09974	non-westernized
15333	0.21739130434782608	gene__K09974	non-westernized
15326	0.14634146341463414	gene__K09974	non-westernized
9226	1.0	gene__K09974	non-westernized
15346	0.7307692307692307	gene__K09974	non-westernized
15318	0.1794871794871795	gene__K09974	non-westernized
15316	0.16	gene__K09974	non-westernized
15332	0.28205128205128205	gene__K09974	non-westernized
15342	0.1724137931034483	gene__K09974	non-westernized
10068	1.0	gene__K09974	non-westernized
1928	0.9354838709677419	gene__K04066	westernized
1883	0.8695652173913043	gene__K04066	westernized
1404	0.49019607843137253	gene__K04066	westernized
1437	0.8333333333333334	gene__K04066	westernized
4260	0.7846153846153846	gene__K04066	westernized
2021	0.8514851485148515	gene__K04066	westernized
1853	0.9210526315789473	gene__K04066	westernized
4867	0.8709677419354839	gene__K04066	westernized
4886	0.22272727272727272	gene__K04066	westernized
4247	0.8164251207729468	gene__K04066	westernized
4191	0.6436058700209644	gene__K04066	westernized
6173	0.7272727272727273	gene__K04066	westernized
4868	0.8343949044585988	gene__K04066	westernized
6174	0.71875	gene__K04066	westernized
4198	0.9203778677462888	gene__K04066	westernized
6179	0.7012987012987013	gene__K04066	westernized
5967	0.7209302325581395	gene__K04066	westernized
6847	0.7368421052631579	gene__K04066	westernized
7088	0.6060606060606061	gene__K04066	westernized
8021	0.8152173913043478	gene__K04066	westernized
8018	0.8444444444444444	gene__K04066	westernized
4584	0.9220272904483431	gene__K04066	westernized
7968	0.8636363636363636	gene__K04066	westernized
4874	0.8562874251497006	gene__K04066	westernized
7061	0.6686746987951807	gene__K04066	westernized
1814	0.9757281553398058	gene__K04066	westernized
14379	0.65625	gene__K04066	westernized
6191	0.8164251207729468	gene__K04066	westernized
14397	0.7083333333333334	gene__K04066	westernized
6806	0.8	gene__K04066	westernized
1855	0.9116766467065869	gene__K04066	westernized
14370	0.5588235294117647	gene__K04066	westernized
14773	0.5681818181818182	gene__K04066	westernized
6796	0.8783269961977186	gene__K04066	westernized
8007	0.5958429561200924	gene__K04066	westernized
17234	0.7761194029850746	gene__K04066	westernized
10115	0.8303341902313625	gene__K04066	westernized
10068	0.9274755927475593	gene__K04066	westernized
1928	0.7567567567567568	gene__K04066	non-westernized
1883	0.782608695652174	gene__K04066	non-westernized
1404	0.7704918032786885	gene__K04066	non-westernized
1437	0.8314606741573034	gene__K04066	non-westernized
4260	0.85	gene__K04066	non-westernized
2021	0.9178743961352657	gene__K04066	non-westernized
1853	0.9117647058823529	gene__K04066	non-westernized
4867	0.6947368421052632	gene__K04066	non-westernized
4886	0.16666666666666666	gene__K04066	non-westernized
4247	0.8076923076923077	gene__K04066	non-westernized
4191	0.5909090909090909	gene__K04066	non-westernized
6173	0.8529411764705882	gene__K04066	non-westernized
4868	0.8360655737704918	gene__K04066	non-westernized
6174	0.8	gene__K04066	non-westernized
4198	0.9347826086956522	gene__K04066	non-westernized
6179	0.8292682926829268	gene__K04066	non-westernized
5967	0.75	gene__K04066	non-westernized
6847	0.45588235294117646	gene__K04066	non-westernized
7088	0.6666666666666666	gene__K04066	non-westernized
8021	0.84	gene__K04066	non-westernized
8018	0.9	gene__K04066	non-westernized
4584	0.9333333333333333	gene__K04066	non-westernized
7968	0.75	gene__K04066	non-westernized
4874	0.967741935483871	gene__K04066	non-westernized
7061	0.8343558282208589	gene__K04066	non-westernized
1814	0.96	gene__K04066	non-westernized
14379	0.8148148148148148	gene__K04066	non-westernized
6191	0.8571428571428571	gene__K04066	non-westernized
14397	0.8378378378378378	gene__K04066	non-westernized
6806	0.7886178861788617	gene__K04066	non-westernized
1855	0.9318181818181818	gene__K04066	non-westernized
14370	0.6190476190476191	gene__K04066	non-westernized
14773	0.7	gene__K04066	non-westernized
6796	0.9166666666666666	gene__K04066	non-westernized
8007	0.4246575342465753	gene__K04066	non-westernized
17234	0.9130434782608695	gene__K04066	non-westernized
10115	0.852112676056338	gene__K04066	non-westernized
10068	0.9042553191489362	gene__K04066	non-westernized
5769	0.6486486486486487	gene__K10441	westernized
5967	0.23255813953488372	gene__K10441	westernized
6148	0.6268656716417911	gene__K10441	westernized
5809	0.8943661971830986	gene__K10441	westernized
5765	0.8560606060606061	gene__K10441	westernized
4837	0.2737864077669903	gene__K10441	westernized
6191	0.8260869565217391	gene__K10441	westernized
15102	0.34375	gene__K10441	westernized
4933	0.14758620689655172	gene__K10441	westernized
14311	0.0029717682020802376	gene__K10441	westernized
17234	0.3582089552238806	gene__K10441	westernized
15234	0.06739130434782609	gene__K10441	westernized
17247	0.49764150943396224	gene__K10441	westernized
10115	0.9511568123393316	gene__K10441	westernized
10068	0.9693165969316597	gene__K10441	westernized
5769	0.65	gene__K10441	non-westernized
5967	0.3333333333333333	gene__K10441	non-westernized
6148	0.6956521739130435	gene__K10441	non-westernized
5809	0.8729792147806005	gene__K10441	non-westernized
5765	0.912621359223301	gene__K10441	non-westernized
4837	0.8181818181818182	gene__K10441	non-westernized
6191	0.8928571428571429	gene__K10441	non-westernized
15102	0.2608695652173913	gene__K10441	non-westernized
4933	0.2	gene__K10441	non-westernized
14311	0.11904761904761904	gene__K10441	non-westernized
17234	0.30434782608695654	gene__K10441	non-westernized
15234	0.11363636363636363	gene__K10441	non-westernized
17247	0.45454545454545453	gene__K10441	non-westernized
10115	0.9647887323943662	gene__K10441	non-westernized
10068	0.9787234042553191	gene__K10441	non-westernized
1667	0.9705882352941176	gene__K03177	westernized
1672	0.9111111111111111	gene__K03177	westernized
1673	0.8695652173913043	gene__K03177	westernized
1928	0.8709677419354839	gene__K03177	westernized
1883	0.9347826086956522	gene__K03177	westernized
2076	0.8888888888888888	gene__K03177	westernized
1437	0.9259259259259259	gene__K03177	westernized
1666	0.8545454545454545	gene__K03177	westernized
4260	0.015384615384615385	gene__K03177	westernized
1472	0.9325153374233128	gene__K03177	westernized
1477	0.3300970873786408	gene__K03177	westernized
2021	0.9108910891089109	gene__K03177	westernized
1676	0.9193548387096774	gene__K03177	westernized
1853	0.9078947368421053	gene__K03177	westernized
1679	0.9380952380952381	gene__K03177	westernized
1680	0.9353233830845771	gene__K03177	westernized
1677	0.9121621621621622	gene__K03177	westernized
2071	0.9674418604651163	gene__K03177	westernized
4670	0.7841726618705036	gene__K03177	westernized
5066	0.0045045045045045045	gene__K03177	westernized
5769	0.5135135135135135	gene__K03177	westernized
6173	0.6363636363636364	gene__K03177	westernized
6174	0.71875	gene__K03177	westernized
5906	0.4406779661016949	gene__K03177	westernized
4198	0.9838056680161943	gene__K03177	westernized
5904	0.3218390804597701	gene__K03177	westernized
6179	0.7142857142857143	gene__K03177	westernized
5967	0.7441860465116279	gene__K03177	westernized
4826	0.8130434782608695	gene__K03177	westernized
6148	0.7164179104477612	gene__K03177	westernized
4820	0.8467432950191571	gene__K03177	westernized
7088	0.6212121212121212	gene__K03177	westernized
8021	0.7065217391304348	gene__K03177	westernized
8018	0.7	gene__K03177	westernized
9202	0.8666666666666667	gene__K03177	westernized
5190	0.8203309692671394	gene__K03177	westernized
4874	0.9461077844311377	gene__K03177	westernized
7061	0.6325301204819277	gene__K03177	westernized
5065	0.9094412331406551	gene__K03177	westernized
9205	0.8333333333333334	gene__K03177	westernized
5765	0.16666666666666666	gene__K03177	westernized
1814	0.9842233009708737	gene__K03177	westernized
14379	0.78125	gene__K03177	westernized
6191	0.8695652173913043	gene__K03177	westernized
14397	0.16666666666666666	gene__K03177	westernized
14824	0.7142857142857143	gene__K03177	westernized
9273	0.8121546961325967	gene__K03177	westernized
1855	0.9086826347305389	gene__K03177	westernized
4933	0.88	gene__K03177	westernized
14773	0.7556818181818182	gene__K03177	westernized
15119	0.7868852459016393	gene__K03177	westernized
15120	0.7686567164179104	gene__K03177	westernized
8007	0.4896073903002309	gene__K03177	westernized
14809	0.7112068965517241	gene__K03177	westernized
15295	0.8333333333333334	gene__K03177	westernized
15333	0.8611111111111112	gene__K03177	westernized
15299	0.7375	gene__K03177	westernized
15323	0.835820895522388	gene__K03177	westernized
17231	0.875	gene__K03177	westernized
15260	0.7988505747126436	gene__K03177	westernized
15291	0.8953488372093024	gene__K03177	westernized
15236	0.875968992248062	gene__K03177	westernized
15326	0.8375	gene__K03177	westernized
15216	0.7774798927613941	gene__K03177	westernized
15447	0.8583333333333333	gene__K03177	westernized
17249	0.7746478873239436	gene__K03177	westernized
17241	0.7238493723849372	gene__K03177	westernized
15265	0.9224283305227656	gene__K03177	westernized
15234	0.7913043478260869	gene__K03177	westernized
15346	0.8422459893048129	gene__K03177	westernized
15318	0.9644760213143873	gene__K03177	westernized
15467	0.8376068376068376	gene__K03177	westernized
17247	0.8655660377358491	gene__K03177	westernized
15300	0.9762773722627737	gene__K03177	westernized
15316	0.9646302250803859	gene__K03177	westernized
15286	0.9913793103448276	gene__K03177	westernized
15332	0.9328743545611016	gene__K03177	westernized
15342	0.9290123456790124	gene__K03177	westernized
15271	0.8985765124555161	gene__K03177	westernized
17237	0.8774509803921569	gene__K03177	westernized
17248	0.9753846153846154	gene__K03177	westernized
15452	0.8617511520737328	gene__K03177	westernized
10115	0.8406169665809768	gene__K03177	westernized
10068	0.9804741980474198	gene__K03177	westernized
1667	0.9523809523809523	gene__K03177	non-westernized
1672	0.9230769230769231	gene__K03177	non-westernized
1673	0.9767441860465116	gene__K03177	non-westernized
1928	0.7027027027027027	gene__K03177	non-westernized
1883	0.8695652173913043	gene__K03177	non-westernized
2076	0.9615384615384616	gene__K03177	non-westernized
1437	0.9438202247191011	gene__K03177	non-westernized
1666	0.9230769230769231	gene__K03177	non-westernized
4260	0.2	gene__K03177	non-westernized
1472	0.9607843137254902	gene__K03177	non-westernized
1477	0.24528301886792453	gene__K03177	non-westernized
2021	0.9178743961352657	gene__K03177	non-westernized
1676	0.8079470198675497	gene__K03177	non-westernized
1853	0.9411764705882353	gene__K03177	non-westernized
1679	0.9637681159420289	gene__K03177	non-westernized
1680	0.9601769911504425	gene__K03177	non-westernized
1677	0.9166666666666666	gene__K03177	non-westernized
2071	0.9744897959183674	gene__K03177	non-westernized
4670	0.9772727272727273	gene__K03177	non-westernized
5066	0.125	gene__K03177	non-westernized
5769	0.6	gene__K03177	non-westernized
6173	0.8529411764705882	gene__K03177	non-westernized
6174	0.8	gene__K03177	non-westernized
5906	0.16666666666666666	gene__K03177	non-westernized
4198	1.0	gene__K03177	non-westernized
5904	0.7777777777777778	gene__K03177	non-westernized
6179	0.9390243902439024	gene__K03177	non-westernized
5967	0.8055555555555556	gene__K03177	non-westernized
4826	0.5555555555555556	gene__K03177	non-westernized
6148	0.8333333333333334	gene__K03177	non-westernized
4820	0.7948717948717948	gene__K03177	non-westernized
7088	0.7407407407407407	gene__K03177	non-westernized
8021	0.68	gene__K03177	non-westernized
8018	0.9	gene__K03177	non-westernized
9202	0.8235294117647058	gene__K03177	non-westernized
5190	0.8636363636363636	gene__K03177	non-westernized
4874	0.9354838709677419	gene__K03177	non-westernized
7061	0.7055214723926381	gene__K03177	non-westernized
5065	0.8563218390804598	gene__K03177	non-westernized
9205	0.9230769230769231	gene__K03177	non-westernized
5765	0.04854368932038835	gene__K03177	non-westernized
1814	0.96	gene__K03177	non-westernized
14379	0.8148148148148148	gene__K03177	non-westernized
6191	0.8928571428571429	gene__K03177	non-westernized
14397	0.0	gene__K03177	non-westernized
14824	0.8676470588235294	gene__K03177	non-westernized
9273	0.8617886178861789	gene__K03177	non-westernized
1855	0.9772727272727273	gene__K03177	non-westernized
4933	0.9809523809523809	gene__K03177	non-westernized
14773	0.7857142857142857	gene__K03177	non-westernized
15119	0.8166666666666667	gene__K03177	non-westernized
15120	0.75	gene__K03177	non-westernized
8007	0.4657534246575342	gene__K03177	non-westernized
14809	0.9032258064516129	gene__K03177	non-westernized
15295	0.8602150537634409	gene__K03177	non-westernized
15333	0.8695652173913043	gene__K03177	non-westernized
15299	0.864406779661017	gene__K03177	non-westernized
15323	0.9230769230769231	gene__K03177	non-westernized
17231	0.9523809523809523	gene__K03177	non-westernized
15260	0.9347826086956522	gene__K03177	non-westernized
15291	0.9342105263157895	gene__K03177	non-westernized
15236	0.9032258064516129	gene__K03177	non-westernized
15326	0.8292682926829268	gene__K03177	non-westernized
15216	0.8	gene__K03177	non-westernized
15447	0.9333333333333333	gene__K03177	non-westernized
17249	0.7307692307692307	gene__K03177	non-westernized
17241	0.7142857142857143	gene__K03177	non-westernized
15265	0.9523809523809523	gene__K03177	non-westernized
15234	0.8181818181818182	gene__K03177	non-westernized
15346	0.8461538461538461	gene__K03177	non-westernized
15318	0.9743589743589743	gene__K03177	non-westernized
15467	0.8685714285714285	gene__K03177	non-westernized
17247	0.8636363636363636	gene__K03177	non-westernized
15300	0.9821428571428571	gene__K03177	non-westernized
15316	0.96	gene__K03177	non-westernized
15286	1.0	gene__K03177	non-westernized
15332	0.9487179487179487	gene__K03177	non-westernized
15342	1.0	gene__K03177	non-westernized
15271	0.9019607843137255	gene__K03177	non-westernized
17237	0.8771929824561403	gene__K03177	non-westernized
17248	1.0	gene__K03177	non-westernized
15452	0.9104477611940298	gene__K03177	non-westernized
10115	0.8169014084507042	gene__K03177	non-westernized
10068	0.9574468085106383	gene__K03177	non-westernized
1673	0.13043478260869565	gene__K00558	westernized
1928	0.5483870967741935	gene__K00558	westernized
1883	0.17391304347826086	gene__K00558	westernized
2229	0.08108108108108109	gene__K00558	westernized
1705	0.14583333333333334	gene__K00558	westernized
1617	0.24675324675324675	gene__K00558	westernized
1636	0.06976744186046512	gene__K00558	westernized
1024	0.15384615384615385	gene__K00558	westernized
1701	0.02702702702702703	gene__K00558	westernized
1614	0.21153846153846154	gene__K00558	westernized
1662	0.15625	gene__K00558	westernized
2238	0.015625	gene__K00558	westernized
2227	0.13664596273291926	gene__K00558	westernized
4212	0.13157894736842105	gene__K00558	westernized
4289	0.18518518518518517	gene__K00558	westernized
2021	0.24752475247524752	gene__K00558	westernized
1853	0.10526315789473684	gene__K00558	westernized
1679	0.14761904761904762	gene__K00558	westernized
1680	0.4079601990049751	gene__K00558	westernized
1613	0.1650485436893204	gene__K00558	westernized
1677	0.23648648648648649	gene__K00558	westernized
4537	0.125	gene__K00558	westernized
4280	0.057692307692307696	gene__K00558	westernized
4285	0.1762295081967213	gene__K00558	westernized
714	0.37458745874587457	gene__K00558	westernized
2071	0.07906976744186046	gene__K00558	westernized
2230	0.1337386018237082	gene__K00558	westernized
4247	0.11352657004830918	gene__K00558	westernized
4191	0.129979035639413	gene__K00558	westernized
5058	0.3103448275862069	gene__K00558	westernized
4909	0.10569105691056911	gene__K00558	westernized
4290	0.06746626686656672	gene__K00558	westernized
6174	0.09375	gene__K00558	westernized
4198	0.25371120107962214	gene__K00558	westernized
6179	0.09090909090909091	gene__K00558	westernized
6750	0.02040816326530612	gene__K00558	westernized
6584	0.2543352601156069	gene__K00558	westernized
5118	0.07719298245614035	gene__K00558	westernized
4820	0.2567049808429119	gene__K00558	westernized
6847	0.21052631578947367	gene__K00558	westernized
6778	0.2833333333333333	gene__K00558	westernized
8655	0.11475409836065574	gene__K00558	westernized
8018	0.12222222222222222	gene__K00558	westernized
13999	0.0	gene__K00558	westernized
4874	0.18562874251497005	gene__K00558	westernized
9205	0.041666666666666664	gene__K00558	westernized
14240	0.08333333333333333	gene__K00558	westernized
14237	0.0784313725490196	gene__K00558	westernized
13972	0.1656441717791411	gene__K00558	westernized
6191	0.14492753623188406	gene__K00558	westernized
15085	0.12121212121212122	gene__K00558	westernized
6744	0.10377358490566038	gene__K00558	westernized
4938	0.1423611111111111	gene__K00558	westernized
5090	0.0963855421686747	gene__K00558	westernized
6783	0.17603911980440098	gene__K00558	westernized
4933	0.11310344827586206	gene__K00558	westernized
4940	0.12449799196787148	gene__K00558	westernized
15087	0.14728682170542637	gene__K00558	westernized
4925	0.046511627906976744	gene__K00558	westernized
6796	0.03802281368821293	gene__K00558	westernized
14809	0.3103448275862069	gene__K00558	westernized
17231	0.15	gene__K00558	westernized
15385	0.13559322033898305	gene__K00558	westernized
6754	0.13673805601317957	gene__K00558	westernized
17249	0.5492957746478874	gene__K00558	westernized
17241	0.15481171548117154	gene__K00558	westernized
15053	0.125	gene__K00558	westernized
15106	0.11014492753623188	gene__K00558	westernized
15318	0.02664298401420959	gene__K00558	westernized
17247	0.31839622641509435	gene__K00558	westernized
17237	0.08823529411764706	gene__K00558	westernized
17256	0.12025316455696203	gene__K00558	westernized
17248	0.13846153846153847	gene__K00558	westernized
15452	0.5806451612903226	gene__K00558	westernized
1673	0.046511627906976744	gene__K00558	non-westernized
1928	0.5135135135135135	gene__K00558	non-westernized
1883	0.043478260869565216	gene__K00558	non-westernized
2229	0.1875	gene__K00558	non-westernized
1705	0.06060606060606061	gene__K00558	non-westernized
1617	0.1951219512195122	gene__K00558	non-westernized
1636	0.16129032258064516	gene__K00558	non-westernized
1024	0.20155038759689922	gene__K00558	non-westernized
1701	0.1419753086419753	gene__K00558	non-westernized
1614	0.2288135593220339	gene__K00558	non-westernized
1662	0.29310344827586204	gene__K00558	non-westernized
2238	0.13	gene__K00558	non-westernized
2227	0.1956521739130435	gene__K00558	non-westernized
4212	0.09090909090909091	gene__K00558	non-westernized
4289	0.22033898305084745	gene__K00558	non-westernized
2021	0.28502415458937197	gene__K00558	non-westernized
1853	0.058823529411764705	gene__K00558	non-westernized
1679	0.2391304347826087	gene__K00558	non-westernized
1680	0.46017699115044247	gene__K00558	non-westernized
1613	0.14659685863874344	gene__K00558	non-westernized
1677	0.4756944444444444	gene__K00558	non-westernized
4537	0.0	gene__K00558	non-westernized
4280	0.16666666666666666	gene__K00558	non-westernized
4285	0.171875	gene__K00558	non-westernized
714	0.5508982035928144	gene__K00558	non-westernized
2071	0.10714285714285714	gene__K00558	non-westernized
2230	0.11858974358974358	gene__K00558	non-westernized
4247	0.07692307692307693	gene__K00558	non-westernized
4191	0.09090909090909091	gene__K00558	non-westernized
5058	0.21212121212121213	gene__K00558	non-westernized
4909	0.013157894736842105	gene__K00558	non-westernized
4290	0.10784313725490197	gene__K00558	non-westernized
6174	0.15	gene__K00558	non-westernized
4198	0.15217391304347827	gene__K00558	non-westernized
6179	0.2073170731707317	gene__K00558	non-westernized
