	prevalence	gene	lifestyle
14240	0.9166666666666666	gene__K07742	westernized
14237	0.9019607843137255	gene__K07742	westernized
5765	0.9090909090909091	gene__K07742	westernized
6191	0.8840579710144928	gene__K07742	westernized
15084	0.92	gene__K07742	westernized
14824	0.6071428571428571	gene__K07742	westernized
15085	0.8787878787878788	gene__K07742	westernized
14980	0.7560975609756098	gene__K07742	westernized
15102	0.9375	gene__K07742	westernized
15087	0.8914728682170543	gene__K07742	westernized
15095	0.9625	gene__K07742	westernized
15103	0.8878504672897196	gene__K07742	westernized
15119	0.8032786885245902	gene__K07742	westernized
14809	0.7543103448275862	gene__K07742	westernized
15373	0.78	gene__K07742	westernized
15089	0.9233791748526523	gene__K07742	westernized
15090	0.8707482993197279	gene__K07742	westernized
15236	0.9069767441860465	gene__K07742	westernized
14311	0.1426448736998514	gene__K07742	westernized
15244	0.8099415204678363	gene__K07742	westernized
15447	0.5083333333333333	gene__K07742	westernized
14313	0.8956043956043956	gene__K07742	westernized
15249	0.9384236453201971	gene__K07742	westernized
15091	0.9521178637200737	gene__K07742	westernized
14993	0.9192708333333334	gene__K07742	westernized
15053	0.951530612244898	gene__K07742	westernized
15106	0.981159420289855	gene__K07742	westernized
15234	0.8065217391304348	gene__K07742	westernized
15374	0.7489177489177489	gene__K07742	westernized
15467	0.8205128205128205	gene__K07742	westernized
4212	0.8636363636363636	gene__K07742	non-westernized
4333	0.9	gene__K07742	non-westernized
4335	0.9354838709677419	gene__K07742	non-westernized
4272	0.8795180722891566	gene__K07742	non-westernized
4280	0.6388888888888888	gene__K07742	non-westernized
4328	0.875	gene__K07742	non-westernized
4247	0.7884615384615384	gene__K07742	non-westernized
4422	0.9482758620689655	gene__K07742	non-westernized
4303	0.1935483870967742	gene__K07742	non-westernized
4425	0.9324324324324325	gene__K07742	non-westernized
5769	0.85	gene__K07742	non-westernized
6173	0.7058823529411765	gene__K07742	non-westernized
6174	0.75	gene__K07742	non-westernized
5906	0.43333333333333335	gene__K07742	non-westernized
5904	0.6851851851851852	gene__K07742	non-westernized
6179	0.926829268292683	gene__K07742	non-westernized
6847	0.9117647058823529	gene__K07742	non-westernized
7088	0.6666666666666666	gene__K07742	non-westernized
5809	0.9330254041570438	gene__K07742	non-westernized
7061	0.7423312883435583	gene__K07742	non-westernized
14238	0.875	gene__K07742	non-westernized
14240	0.7727272727272727	gene__K07742	non-westernized
14237	0.8333333333333334	gene__K07742	non-westernized
5765	0.941747572815534	gene__K07742	non-westernized
6191	0.9642857142857143	gene__K07742	non-westernized
15084	0.90625	gene__K07742	non-westernized
14824	0.7205882352941176	gene__K07742	non-westernized
15085	0.8947368421052632	gene__K07742	non-westernized
14980	0.9	gene__K07742	non-westernized
15102	0.7391304347826086	gene__K07742	non-westernized
15087	0.8888888888888888	gene__K07742	non-westernized
15095	0.8823529411764706	gene__K07742	non-westernized
15103	0.8541666666666666	gene__K07742	non-westernized
15119	0.8611111111111112	gene__K07742	non-westernized
14809	0.8709677419354839	gene__K07742	non-westernized
15373	0.8846153846153846	gene__K07742	non-westernized
15089	0.8888888888888888	gene__K07742	non-westernized
15090	0.9230769230769231	gene__K07742	non-westernized
15236	0.8387096774193549	gene__K07742	non-westernized
14311	0.09523809523809523	gene__K07742	non-westernized
15244	0.8181818181818182	gene__K07742	non-westernized
15447	0.6	gene__K07742	non-westernized
14313	0.9012345679012346	gene__K07742	non-westernized
15249	0.8985507246376812	gene__K07742	non-westernized
15091	0.9615384615384616	gene__K07742	non-westernized
14993	0.8	gene__K07742	non-westernized
15053	0.9230769230769231	gene__K07742	non-westernized
15106	1.0	gene__K07742	non-westernized
15234	0.7954545454545454	gene__K07742	non-westernized
15374	0.9078947368421053	gene__K07742	non-westernized
15467	0.8971428571428571	gene__K07742	non-westernized
1667	0.9411764705882353	gene__K01465	westernized
1672	0.9777777777777777	gene__K01465	westernized
1673	0.9130434782608695	gene__K01465	westernized
698	0.9	gene__K01465	westernized
1928	0.8709677419354839	gene__K01465	westernized
1883	0.717391304347826	gene__K01465	westernized
1437	0.9259259259259259	gene__K01465	westernized
1705	0.9583333333333334	gene__K01465	westernized
1617	0.974025974025974	gene__K01465	westernized
1636	0.9069767441860465	gene__K01465	westernized
1701	0.8648648648648649	gene__K01465	westernized
1614	0.8653846153846154	gene__K01465	westernized
1662	0.953125	gene__K01465	westernized
1657	0.975	gene__K01465	westernized
1666	0.8363636363636363	gene__K01465	westernized
1644	0.9419354838709677	gene__K01465	westernized
3957	0.7108433734939759	gene__K01465	westernized
4333	0.6521739130434783	gene__K01465	westernized
4350	0.8636363636363636	gene__K01465	westernized
2021	0.8910891089108911	gene__K01465	westernized
2325	0.3120567375886525	gene__K01465	westernized
1676	0.967741935483871	gene__K01465	westernized
1853	0.7763157894736842	gene__K01465	westernized
4372	0.8611111111111112	gene__K01465	westernized
1679	0.8809523809523809	gene__K01465	westernized
4335	0.7149532710280374	gene__K01465	westernized
4364	0.7709923664122137	gene__K01465	westernized
4373	0.8523489932885906	gene__K01465	westernized
1680	0.9701492537313433	gene__K01465	westernized
1613	0.8802588996763754	gene__K01465	westernized
1677	0.9121621621621622	gene__K01465	westernized
1668	0.9560439560439561	gene__K01465	westernized
4537	0.8928571428571429	gene__K01465	westernized
4348	0.9319852941176471	gene__K01465	westernized
4365	0.891566265060241	gene__K01465	westernized
1699	0.8298755186721992	gene__K01465	westernized
4582	0.8333333333333334	gene__K01465	westernized
714	0.9702970297029703	gene__K01465	westernized
2071	0.9162790697674419	gene__K01465	westernized
4328	0.8651315789473685	gene__K01465	westernized
2318	0.9824561403508771	gene__K01465	westernized
4327	0.9584664536741214	gene__K01465	westernized
4303	0.9605678233438486	gene__K01465	westernized
4670	0.5323741007194245	gene__K01465	westernized
5063	0.96	gene__K01465	westernized
4557	0.8222222222222222	gene__K01465	westernized
2295	0.8947368421052632	gene__K01465	westernized
5116	0.8	gene__K01465	westernized
5115	0.9010989010989011	gene__K01465	westernized
5062	0.7962085308056872	gene__K01465	westernized
6173	0.9090909090909091	gene__K01465	westernized
6174	0.84375	gene__K01465	westernized
4581	0.8622047244094488	gene__K01465	westernized
4367	0.9534555712270804	gene__K01465	westernized
5076	0.8578199052132701	gene__K01465	westernized
6179	0.8961038961038961	gene__K01465	westernized
4563	0.656891495601173	gene__K01465	westernized
4705	0.9213197969543148	gene__K01465	westernized
5077	0.903010033444816	gene__K01465	westernized
5118	0.8175438596491228	gene__K01465	westernized
6148	0.6119402985074627	gene__K01465	westernized
6847	0.7894736842105263	gene__K01465	westernized
4532	0.9111747851002865	gene__K01465	westernized
8021	0.75	gene__K01465	westernized
8018	0.7333333333333333	gene__K01465	westernized
7968	0.8863636363636364	gene__K01465	westernized
5190	0.7966903073286052	gene__K01465	westernized
1814	0.9927184466019418	gene__K01465	westernized
6191	0.6183574879227053	gene__K01465	westernized
14824	0.6607142857142857	gene__K01465	westernized
1855	0.8263473053892215	gene__K01465	westernized
5121	0.9644670050761421	gene__K01465	westernized
4933	0.9779310344827586	gene__K01465	westernized
5117	0.9650986342943855	gene__K01465	westernized
6962	0.8677685950413223	gene__K01465	westernized
15120	0.1044776119402985	gene__K01465	westernized
8007	0.4457274826789838	gene__K01465	westernized
15373	0.74	gene__K01465	westernized
15260	0.41954022988505746	gene__K01465	westernized
15236	0.7403100775193798	gene__K01465	westernized
14306	0.9695431472081218	gene__K01465	westernized
26864	0.3170731707317073	gene__K01465	westernized
17234	0.6716417910447762	gene__K01465	westernized
17241	0.6108786610878661	gene__K01465	westernized
15265	0.1045531197301855	gene__K01465	westernized
9226	0.9857752489331437	gene__K01465	westernized
15234	0.43043478260869567	gene__K01465	westernized
15374	0.6666666666666666	gene__K01465	westernized
17244	0.8731942215088283	gene__K01465	westernized
17237	0.7524509803921569	gene__K01465	westernized
15452	0.5391705069124424	gene__K01465	westernized
10115	0.7480719794344473	gene__K01465	westernized
10068	0.9651324965132496	gene__K01465	westernized
1667	0.9523809523809523	gene__K01465	non-westernized
1672	0.8717948717948718	gene__K01465	non-westernized
1673	0.9302325581395349	gene__K01465	non-westernized
698	0.9344262295081968	gene__K01465	non-westernized
1928	0.7567567567567568	gene__K01465	non-westernized
1883	0.6086956521739131	gene__K01465	non-westernized
1437	0.7640449438202247	gene__K01465	non-westernized
1705	0.8939393939393939	gene__K01465	non-westernized
1617	0.9512195121951219	gene__K01465	non-westernized
1636	0.967741935483871	gene__K01465	non-westernized
1701	0.8765432098765432	gene__K01465	non-westernized
1614	0.9067796610169492	gene__K01465	non-westernized
1662	0.9310344827586207	gene__K01465	non-westernized
1657	0.8860759493670886	gene__K01465	non-westernized
1666	0.9401709401709402	gene__K01465	non-westernized
1644	0.9375	gene__K01465	non-westernized
3957	0.837696335078534	gene__K01465	non-westernized
4333	0.72	gene__K01465	non-westernized
4350	0.8314606741573034	gene__K01465	non-westernized
2021	0.9033816425120773	gene__K01465	non-westernized
2325	0.2	gene__K01465	non-westernized
1676	0.9470198675496688	gene__K01465	non-westernized
1853	0.8823529411764706	gene__K01465	non-westernized
4372	0.8958333333333334	gene__K01465	non-westernized
1679	0.9637681159420289	gene__K01465	non-westernized
4335	0.6451612903225806	gene__K01465	non-westernized
4364	0.735632183908046	gene__K01465	non-westernized
4373	0.8775510204081632	gene__K01465	non-westernized
1680	0.9292035398230089	gene__K01465	non-westernized
1613	0.900523560209424	gene__K01465	non-westernized
1677	0.8993055555555556	gene__K01465	non-westernized
1668	0.9264705882352942	gene__K01465	non-westernized
4537	0.9318181818181818	gene__K01465	non-westernized
4348	0.9206349206349206	gene__K01465	non-westernized
4365	0.9074074074074074	gene__K01465	non-westernized
1699	0.89375	gene__K01465	non-westernized
4582	0.7959183673469388	gene__K01465	non-westernized
714	0.9640718562874252	gene__K01465	non-westernized
2071	0.8775510204081632	gene__K01465	non-westernized
4328	0.8928571428571429	gene__K01465	non-westernized
2318	1.0	gene__K01465	non-westernized
4327	0.9466666666666667	gene__K01465	non-westernized
4303	0.9838709677419355	gene__K01465	non-westernized
4670	0.6590909090909091	gene__K01465	non-westernized
5063	0.8571428571428571	gene__K01465	non-westernized
4557	0.8620689655172413	gene__K01465	non-westernized
2295	1.0	gene__K01465	non-westernized
5116	0.782608695652174	gene__K01465	non-westernized
5115	0.8947368421052632	gene__K01465	non-westernized
5062	0.75	gene__K01465	non-westernized
6173	0.7941176470588235	gene__K01465	non-westernized
6174	0.7	gene__K01465	non-westernized
4581	0.6724137931034483	gene__K01465	non-westernized
4367	1.0	gene__K01465	non-westernized
5076	0.696969696969697	gene__K01465	non-westernized
6179	0.926829268292683	gene__K01465	non-westernized
4563	0.75	gene__K01465	non-westernized
4705	0.9523809523809523	gene__K01465	non-westernized
5077	0.9285714285714286	gene__K01465	non-westernized
5118	0.8888888888888888	gene__K01465	non-westernized
6148	0.8405797101449275	gene__K01465	non-westernized
6847	0.5220588235294118	gene__K01465	non-westernized
4532	0.9866666666666667	gene__K01465	non-westernized
8021	0.76	gene__K01465	non-westernized
8018	0.85	gene__K01465	non-westernized
7968	0.9642857142857143	gene__K01465	non-westernized
5190	0.9090909090909091	gene__K01465	non-westernized
1814	1.0	gene__K01465	non-westernized
6191	0.8928571428571429	gene__K01465	non-westernized
14824	0.6764705882352942	gene__K01465	non-westernized
1855	0.8863636363636364	gene__K01465	non-westernized
5121	0.9454545454545454	gene__K01465	non-westernized
4933	1.0	gene__K01465	non-westernized
5117	0.9833333333333333	gene__K01465	non-westernized
6962	0.9047619047619048	gene__K01465	non-westernized
15120	0.14285714285714285	gene__K01465	non-westernized
8007	0.5342465753424658	gene__K01465	non-westernized
15373	0.9615384615384616	gene__K01465	non-westernized
15260	0.3695652173913043	gene__K01465	non-westernized
15236	0.7096774193548387	gene__K01465	non-westernized
14306	0.9545454545454546	gene__K01465	non-westernized
26864	0.12	gene__K01465	non-westernized
17234	0.8695652173913043	gene__K01465	non-westernized
17241	0.7619047619047619	gene__K01465	non-westernized
15265	0.047619047619047616	gene__K01465	non-westernized
9226	0.98	gene__K01465	non-westernized
15234	0.5	gene__K01465	non-westernized
15374	0.7236842105263158	gene__K01465	non-westernized
17244	0.9193548387096774	gene__K01465	non-westernized
17237	0.7017543859649122	gene__K01465	non-westernized
15452	0.6716417910447762	gene__K01465	non-westernized
10115	0.7746478873239436	gene__K01465	non-westernized
10068	0.9893617021276596	gene__K01465	non-westernized
2229	0.9459459459459459	gene__K07220	westernized
1853	0.19736842105263158	gene__K07220	westernized
2230	0.8632218844984803	gene__K07220	westernized
5906	0.864406779661017	gene__K07220	westernized
5904	0.8620689655172413	gene__K07220	westernized
5858	0.7952380952380952	gene__K07220	westernized
5809	0.8943661971830986	gene__K07220	westernized
1814	0.7439320388349514	gene__K07220	westernized
6962	0.8016528925619835	gene__K07220	westernized
15447	0.9083333333333333	gene__K07220	westernized
15467	0.9401709401709402	gene__K07220	westernized
2229	0.7708333333333334	gene__K07220	non-westernized
1853	0.0	gene__K07220	non-westernized
2230	0.7884615384615384	gene__K07220	non-westernized
5906	0.9333333333333333	gene__K07220	non-westernized
5904	0.9074074074074074	gene__K07220	non-westernized
5858	0.5754716981132075	gene__K07220	non-westernized
5809	0.8568129330254042	gene__K07220	non-westernized
1814	0.44	gene__K07220	non-westernized
6962	0.8571428571428571	gene__K07220	non-westernized
15447	0.8333333333333334	gene__K07220	non-westernized
15467	0.9085714285714286	gene__K07220	non-westernized
698	0.8	gene__K01507	westernized
4212	0.5263157894736842	gene__K01507	westernized
4260	0.9076923076923077	gene__K01507	westernized
4274	0.847457627118644	gene__K01507	westernized
4289	0.9444444444444444	gene__K01507	westernized
4333	0.6956521739130435	gene__K01507	westernized
4350	0.9545454545454546	gene__K01507	westernized
4372	0.8333333333333334	gene__K01507	westernized
4418	0.6612903225806451	gene__K01507	westernized
4335	0.6214953271028038	gene__K01507	westernized
4272	0.8608695652173913	gene__K01507	westernized
4364	0.9847328244274809	gene__K01507	westernized
4373	0.9530201342281879	gene__K01507	westernized
4280	0.8557692307692307	gene__K01507	westernized
4285	0.9863387978142076	gene__K01507	westernized
4348	0.9613970588235294	gene__K01507	westernized
4365	0.8795180722891566	gene__K01507	westernized
4421	0.8211678832116789	gene__K01507	westernized
714	0.9801980198019802	gene__K01507	westernized
4328	0.7648026315789473	gene__K01507	westernized
4900	0.9375	gene__K01507	westernized
4247	0.9178743961352657	gene__K01507	westernized
4327	0.8466453674121406	gene__K01507	westernized
4422	0.9078947368421053	gene__K01507	westernized
4303	0.9479495268138801	gene__K01507	westernized
4191	0.9245283018867925	gene__K01507	westernized
4425	0.7050938337801609	gene__K01507	westernized
4909	0.8617886178861789	gene__K01507	westernized
4290	0.95952023988006	gene__K01507	westernized
5769	0.972972972972973	gene__K01507	westernized
4367	0.9675599435825106	gene__K01507	westernized
4198	0.9757085020242915	gene__K01507	westernized
6312	0.9166666666666666	gene__K01507	westernized
6750	0.034013605442176874	gene__K01507	westernized
6584	0.8901734104046243	gene__K01507	westernized
4826	0.6065217391304348	gene__K01507	westernized
6308	0.9461756373937678	gene__K01507	westernized
6836	0.7586206896551724	gene__K01507	westernized
6847	0.8947368421052632	gene__K01507	westernized
6478	0.25279642058165547	gene__K01507	westernized
13999	0.9411764705882353	gene__K01507	westernized
14238	0.9047619047619048	gene__K01507	westernized
14240	0.8333333333333334	gene__K01507	westernized
14237	0.8235294117647058	gene__K01507	westernized
14005	0.8095238095238095	gene__K01507	westernized
13972	0.9447852760736196	gene__K01507	westernized
5765	0.9753787878787878	gene__K01507	westernized
14209	0.6869565217391305	gene__K01507	westernized
9273	0.8950276243093923	gene__K01507	westernized
4910	0.9584837545126353	gene__K01507	westernized
6744	0.8144654088050315	gene__K01507	westernized
13976	0.9314641744548287	gene__K01507	westernized
15119	0.5901639344262295	gene__K01507	westernized
15373	0.46	gene__K01507	westernized
17231	0.75	gene__K01507	westernized
15385	0.9322033898305084	gene__K01507	westernized
15377	0.823076923076923	gene__K01507	westernized
6754	0.25370675453047775	gene__K01507	westernized
15236	0.2131782945736434	gene__K01507	westernized
14311	0.4606240713224368	gene__K01507	westernized
15244	0.7953216374269005	gene__K01507	westernized
17234	0.5223880597014925	gene__K01507	westernized
17249	0.6056338028169014	gene__K01507	westernized
14313	0.10805860805860806	gene__K01507	westernized
17241	0.5313807531380753	gene__K01507	westernized
15249	0.9310344827586207	gene__K01507	westernized
14993	0.7916666666666666	gene__K01507	westernized
15106	0.9304347826086956	gene__K01507	westernized
15234	0.6782608695652174	gene__K01507	westernized
15374	0.7705627705627706	gene__K01507	westernized
17247	0.7122641509433962	gene__K01507	westernized
15271	0.9252669039145908	gene__K01507	westernized
17244	0.8394863563402889	gene__K01507	westernized
17237	0.7230392156862745	gene__K01507	westernized
17256	0.9082278481012658	gene__K01507	westernized
17248	0.9384615384615385	gene__K01507	westernized
10115	0.9383033419023136	gene__K01507	westernized
10068	0.9735006973500697	gene__K01507	westernized
698	0.8688524590163934	gene__K01507	non-westernized
4212	0.2727272727272727	gene__K01507	non-westernized
4260	1.0	gene__K01507	non-westernized
4274	0.975609756097561	gene__K01507	non-westernized
4289	0.9152542372881356	gene__K01507	non-westernized
4333	0.8	gene__K01507	non-westernized
4350	0.9325842696629213	gene__K01507	non-westernized
4372	0.7708333333333334	gene__K01507	non-westernized
4418	0.5789473684210527	gene__K01507	non-westernized
4335	0.41935483870967744	gene__K01507	non-westernized
4272	0.6144578313253012	gene__K01507	non-westernized
4364	0.9195402298850575	gene__K01507	non-westernized
4373	0.9183673469387755	gene__K01507	non-westernized
4280	0.8333333333333334	gene__K01507	non-westernized
4285	0.953125	gene__K01507	non-westernized
4348	0.8888888888888888	gene__K01507	non-westernized
4365	0.7222222222222222	gene__K01507	non-westernized
4421	0.8461538461538461	gene__K01507	non-westernized
714	0.9461077844311377	gene__K01507	non-westernized
4328	0.6428571428571429	gene__K01507	non-westernized
4900	0.875	gene__K01507	non-westernized
4247	0.9230769230769231	gene__K01507	non-westernized
4327	0.7333333333333333	gene__K01507	non-westernized
4422	0.9482758620689655	gene__K01507	non-westernized
4303	0.9032258064516129	gene__K01507	non-westernized
4191	0.9090909090909091	gene__K01507	non-westernized
4425	0.6621621621621622	gene__K01507	non-westernized
4909	0.7631578947368421	gene__K01507	non-westernized
4290	0.9117647058823529	gene__K01507	non-westernized
5769	1.0	gene__K01507	non-westernized
4367	0.9603960396039604	gene__K01507	non-westernized
4198	0.9565217391304348	gene__K01507	non-westernized
6312	0.9047619047619048	gene__K01507	non-westernized
6750	0.17391304347826086	gene__K01507	non-westernized
6584	0.9523809523809523	gene__K01507	non-westernized
4826	0.6944444444444444	gene__K01507	non-westernized
6308	0.9130434782608695	gene__K01507	non-westernized
6836	0.8506493506493507	gene__K01507	non-westernized
6847	0.9191176470588235	gene__K01507	non-westernized
6478	0.1951219512195122	gene__K01507	non-westernized
13999	0.7435897435897436	gene__K01507	non-westernized
14238	0.7916666666666666	gene__K01507	non-westernized
14240	0.7272727272727273	gene__K01507	non-westernized
14237	0.8666666666666667	gene__K01507	non-westernized
14005	0.8571428571428571	gene__K01507	non-westernized
13972	0.8484848484848485	gene__K01507	non-westernized
5765	0.9514563106796117	gene__K01507	non-westernized
14209	0.6976744186046512	gene__K01507	non-westernized
9273	0.8861788617886179	gene__K01507	non-westernized
4910	0.9797297297297297	gene__K01507	non-westernized
6744	0.7714285714285715	gene__K01507	non-westernized
13976	0.9084507042253521	gene__K01507	non-westernized
15119	0.5333333333333333	gene__K01507	non-westernized
15373	0.3076923076923077	gene__K01507	non-westernized
17231	0.5238095238095238	gene__K01507	non-westernized
15385	0.9090909090909091	gene__K01507	non-westernized
15377	0.6875	gene__K01507	non-westernized
6754	0.21739130434782608	gene__K01507	non-westernized
15236	0.06451612903225806	gene__K01507	non-westernized
14311	0.5	gene__K01507	non-westernized
15244	0.6363636363636364	gene__K01507	non-westernized
17234	0.5652173913043478	gene__K01507	non-westernized
17249	0.5769230769230769	gene__K01507	non-westernized
14313	0.037037037037037035	gene__K01507	non-westernized
17241	0.38095238095238093	gene__K01507	non-westernized
15249	0.8695652173913043	gene__K01507	non-westernized
14993	0.68	gene__K01507	non-westernized
15106	0.9166666666666666	gene__K01507	non-westernized
15234	0.5227272727272727	gene__K01507	non-westernized
15374	0.618421052631579	gene__K01507	non-westernized
17247	0.7272727272727273	gene__K01507	non-westernized
15271	0.8823529411764706	gene__K01507	non-westernized
17244	0.6129032258064516	gene__K01507	non-westernized
17237	0.7192982456140351	gene__K01507	non-westernized
17256	0.9242424242424242	gene__K01507	non-westernized
17248	0.967741935483871	gene__K01507	non-westernized
10115	0.7816901408450704	gene__K01507	non-westernized
10068	0.9574468085106383	gene__K01507	non-westernized
1667	0.29411764705882354	gene__K02874	westernized
1672	0.17777777777777778	gene__K02874	westernized
1673	0.2608695652173913	gene__K02874	westernized
1474	0.75	gene__K02874	westernized
698	0.8	gene__K02874	westernized
1928	0.6129032258064516	gene__K02874	westernized
1883	0.4782608695652174	gene__K02874	westernized
1404	0.47058823529411764	gene__K02874	westernized
1437	0.46296296296296297	gene__K02874	westernized
1705	0.2708333333333333	gene__K02874	westernized
1617	0.24675324675324675	gene__K02874	westernized
1636	0.4186046511627907	gene__K02874	westernized
1701	0.7297297297297297	gene__K02874	westernized
1614	0.1346153846153846	gene__K02874	westernized
1662	0.4375	gene__K02874	westernized
2238	0.78125	gene__K02874	westernized
1475	0.8333333333333334	gene__K02874	westernized
2239	0.7657657657657657	gene__K02874	westernized
1657	0.225	gene__K02874	westernized
1666	0.12727272727272726	gene__K02874	westernized
1644	0.2064516129032258	gene__K02874	westernized
1472	0.48466257668711654	gene__K02874	westernized
2240	0.848314606741573	gene__K02874	westernized
1477	0.3106796116504854	gene__K02874	westernized
1676	0.2903225806451613	gene__K02874	westernized
1853	0.3026315789473684	gene__K02874	westernized
1679	0.6476190476190476	gene__K02874	westernized
1680	0.43283582089552236	gene__K02874	westernized
1613	0.22006472491909385	gene__K02874	westernized
1677	0.5067567567567568	gene__K02874	westernized
1668	0.13186813186813187	gene__K02874	westernized
1699	0.6535269709543569	gene__K02874	westernized
714	0.9834983498349835	gene__K02874	westernized
2071	0.8627906976744186	gene__K02874	westernized
3677	0.927710843373494	gene__K02874	westernized
5967	0.9534883720930233	gene__K02874	westernized
8640	0.9253731343283582	gene__K02874	westernized
8653	0.9459459459459459	gene__K02874	westernized
8655	0.9016393442622951	gene__K02874	westernized
13999	0.5294117647058824	gene__K02874	westernized
9205	0.7916666666666666	gene__K02874	westernized
14005	0.6666666666666666	gene__K02874	westernized
14294	0.7307692307692307	gene__K02874	westernized
1814	0.6395631067961165	gene__K02874	westernized
1855	0.40119760479041916	gene__K02874	westernized
14306	0.8849407783417935	gene__K02874	westernized
15447	0.6166666666666667	gene__K02874	westernized
14313	0.7161172161172161	gene__K02874	westernized
15467	0.6709401709401709	gene__K02874	westernized
15452	0.8594470046082949	gene__K02874	westernized
10068	0.8633193863319386	gene__K02874	westernized
1667	0.14285714285714285	gene__K02874	non-westernized
1672	0.1282051282051282	gene__K02874	non-westernized
1673	0.13953488372093023	gene__K02874	non-westernized
1474	0.5645161290322581	gene__K02874	non-westernized
698	0.8524590163934426	gene__K02874	non-westernized
1928	0.2972972972972973	gene__K02874	non-westernized
1883	0.391304347826087	gene__K02874	non-westernized
1404	0.5409836065573771	gene__K02874	non-westernized
1437	0.33707865168539325	gene__K02874	non-westernized
1705	0.30303030303030304	gene__K02874	non-westernized
1617	0.12195121951219512	gene__K02874	non-westernized
1636	0.0967741935483871	gene__K02874	non-westernized
1701	0.5617283950617284	gene__K02874	non-westernized
1614	0.03389830508474576	gene__K02874	non-westernized
1662	0.10344827586206896	gene__K02874	non-westernized
2238	0.71	gene__K02874	non-westernized
1475	0.6078431372549019	gene__K02874	non-westernized
2239	0.475	gene__K02874	non-westernized
1657	0.1518987341772152	gene__K02874	non-westernized
1666	0.042735042735042736	gene__K02874	non-westernized
1644	0.171875	gene__K02874	non-westernized
1472	0.49019607843137253	gene__K02874	non-westernized
2240	0.7	gene__K02874	non-westernized
1477	0.22641509433962265	gene__K02874	non-westernized
1676	0.07947019867549669	gene__K02874	non-westernized
1853	0.6470588235294118	gene__K02874	non-westernized
1679	0.2246376811594203	gene__K02874	non-westernized
1680	0.23008849557522124	gene__K02874	non-westernized
1613	0.08900523560209424	gene__K02874	non-westernized
1677	0.3611111111111111	gene__K02874	non-westernized
1668	0.08823529411764706	gene__K02874	non-westernized
1699	0.425	gene__K02874	non-westernized
714	0.9461077844311377	gene__K02874	non-westernized
2071	0.8622448979591837	gene__K02874	non-westernized
3677	0.891846921797005	gene__K02874	non-westernized
5967	0.9166666666666666	gene__K02874	non-westernized
8640	0.9272727272727272	gene__K02874	non-westernized
8653	0.9253731343283582	gene__K02874	non-westernized
8655	0.8823529411764706	gene__K02874	non-westernized
13999	0.6153846153846154	gene__K02874	non-westernized
9205	0.6153846153846154	gene__K02874	non-westernized
14005	0.6190476190476191	gene__K02874	non-westernized
14294	0.6571428571428571	gene__K02874	non-westernized
1814	0.52	gene__K02874	non-westernized
1855	0.5227272727272727	gene__K02874	non-westernized
14306	0.875	gene__K02874	non-westernized
15447	0.6	gene__K02874	non-westernized
14313	0.6666666666666666	gene__K02874	non-westernized
15467	0.5142857142857142	gene__K02874	non-westernized
15452	0.7014925373134329	gene__K02874	non-westernized
10068	0.8617021276595744	gene__K02874	non-westernized
5809	0.9507042253521126	gene__K01995	westernized
7061	0.6807228915662651	gene__K01995	westernized
15373	0.48	gene__K01995	westernized
15447	0.85	gene__K01995	westernized
15374	0.025974025974025976	gene__K01995	westernized
15467	0.8247863247863247	gene__K01995	westernized
15300	0.1259124087591241	gene__K01995	westernized
15271	0.8647686832740213	gene__K01995	westernized
15452	0.7741935483870968	gene__K01995	westernized
10115	0.9357326478149101	gene__K01995	westernized
10068	0.9916317991631799	gene__K01995	westernized
5809	0.9122401847575058	gene__K01995	non-westernized
7061	0.4294478527607362	gene__K01995	non-westernized
15373	0.8846153846153846	gene__K01995	non-westernized
15447	0.8666666666666667	gene__K01995	non-westernized
15374	0.40789473684210525	gene__K01995	non-westernized
15467	0.8285714285714286	gene__K01995	non-westernized
15300	0.16071428571428573	gene__K01995	non-westernized
15271	0.8235294117647058	gene__K01995	non-westernized
15452	0.6716417910447762	gene__K01995	non-westernized
10115	0.8591549295774648	gene__K01995	non-westernized
10068	0.9680851063829787	gene__K01995	non-westernized
4537	0.8035714285714286	gene__K07646	westernized
4826	0.6934782608695652	gene__K07646	westernized
4820	0.2796934865900383	gene__K07646	westernized
4532	0.8796561604584527	gene__K07646	westernized
4584	0.3001949317738791	gene__K07646	westernized
9205	0.5416666666666666	gene__K07646	westernized
4837	0.8951456310679612	gene__K07646	westernized
15260	0.8591954022988506	gene__K07646	westernized
14306	0.07614213197969544	gene__K07646	westernized
14993	0.7161458333333334	gene__K07646	westernized
15265	0.9224283305227656	gene__K07646	westernized
15053	0.8571428571428571	gene__K07646	westernized
15452	0.880184331797235	gene__K07646	westernized
10115	0.7634961439588689	gene__K07646	westernized
10068	0.8842398884239888	gene__K07646	westernized
4537	0.75	gene__K07646	non-westernized
4826	0.5555555555555556	gene__K07646	non-westernized
4820	0.1282051282051282	gene__K07646	non-westernized
4532	0.76	gene__K07646	non-westernized
4584	0.4	gene__K07646	non-westernized
9205	0.5641025641025641	gene__K07646	non-westernized
4837	0.9545454545454546	gene__K07646	non-westernized
15260	0.8043478260869565	gene__K07646	non-westernized
14306	0.13636363636363635	gene__K07646	non-westernized
14993	0.68	gene__K07646	non-westernized
15265	0.9047619047619048	gene__K07646	non-westernized
15053	0.7692307692307693	gene__K07646	non-westernized
15452	0.9253731343283582	gene__K07646	non-westernized
10115	0.5563380281690141	gene__K07646	non-westernized
